Date,"Modeled
Snow
Precipitation
(mm of water)","Modeled
Non-Snow
Precipitation
(mm of water)","Observed
Snow
Precipitation
(mm of water)","Observed
Non-Snow
Precipitation
(mm of water)","Observed
Unknown
Precipitation
(mm of water)","Modeled
Snow Water
Equivalent
(cm)","Modeled
Snow
Depth
(cm)","Observed
Present
Weather"
2023-01-07 02,0,0,,,0,0,0,
2023-01-07 03,0,0,,,0,0,0,
2023-01-07 04,0,0,,,0,0,0,
2023-01-07 05,0,0,,,0,0,0,
2023-01-07 06,0,0,,,0,0,0,
2023-01-07 07,0,0,,,0,0,0,
2023-01-07 08,0,0.26,,,0,0,0,
2023-01-07 09,0,0,,,0,0,0,
2023-01-07 10,0,0,,,0,0,0,
2023-01-07 11,0,0,,,0,0,0,
2023-01-07 12,0,0,,,0,0,0,
2023-01-07 13,0,0,,,0,0,0,
2023-01-07 14,0,0,,,0,0,0,
2023-01-07 15,0,0,,,0,0,0,Snow
2023-01-07 16,0,0,,,0,0,0,
2023-01-07 17,0,0,,,0,0,0,
2023-01-07 18,0.01,0,,,0,0,0,
2023-01-07 19,0,0,,,0,0,0,
2023-01-07 20,0,0,,,0,0,0,
2023-01-07 21,0,0,,,0,0,0,
2023-01-07 22,0.01,0,,,0,0,0,
2023-01-07 23,0.04,0,,,0,0,0,
2023-01-08 00,0.02,0,,,0,0,0,
2023-01-08 01,0.08,0,,,0,0,0,
2023-01-08 02,0.04,0,,,0,0,0,
2023-01-08 03,0,0,,,0,0,0,
2023-01-08 04,0,0,,,0,0,0,
2023-01-08 05,0,0,,,0.02,0,0,
2023-01-08 06,0,0,,,0,0,0,
2023-01-08 07,0,0,,,0,0,0,
2023-01-08 08,0,0,,,0,0,0,
2023-01-08 09,0,0,,,0,0,0,
2023-01-08 10,0,0,,,0,0,0,
2023-01-08 11,0,0,,,0,0,0,
2023-01-08 12,0,0,,,0,0,0,
2023-01-08 13,0,0,,,0,0,0,
2023-01-08 14,0,0,,,0,0,0,
2023-01-08 15,0,0,,,0,0,0,
2023-01-08 16,0,0,,,0,0,0,
2023-01-08 17,0,0,,,0,0,0,
2023-01-08 18,0,0,,,0,0,0,
2023-01-08 19,0,0,,,0,0,0,
2023-01-08 20,0,0,,,0,0,0,
2023-01-08 21,0,0,,,0,0,0,
2023-01-08 22,0,0,,,0,0,0,
2023-01-08 23,0,0,,,0,0,0,
2023-01-09 00,0,0,,,0,0,0,
2023-01-09 01,0,0,,,0,0,0,
2023-01-09 02,0,0,,,0,0,0,
2023-01-09 03,0,0,,,0,0,0,
2023-01-09 04,0,0,,,0,0,0,
2023-01-09 05,0,0,,,0,0,0,
2023-01-09 06,0,0,,,0,0,0,
2023-01-09 07,0,0,,,0,0,0,
2023-01-09 08,0,0,,,0,0,0,
2023-01-09 09,0,0,,,0,0,0,
2023-01-09 10,0,0,,,,0,0,No Precip
2023-01-09 11,0,0,,,0.01,0,0,
2023-01-09 12,0,0,,,0.01,0,0,
2023-01-09 13,0,0,,,0.01,0,0,
2023-01-09 14,0,0,,,0.01,0,0,
2023-01-09 15,0,0,,,0.01,0,0,
2023-01-09 16,0,0,,,0.01,0,0,
2023-01-09 17,0,0,,,0.01,0,0,
2023-01-09 18,0,0,,,0.01,0,0,
2023-01-09 19,0,0,,,0.01,0,0,
2023-01-09 20,0,0,,,0.01,0,0,
2023-01-09 21,0,0,,,0.01,0,0,
2023-01-09 22,0,0,,,0.01,0,0,
2023-01-09 23,0.07,0,,,0.01,0,0,
2023-01-10 00,0.16,0,,,0.01,0.01,0.15,
2023-01-10 01,0.1,0,,,0.01,0.02,0.23,
2023-01-10 02,0.14,0,,,0.01,0.04,0.36,
2023-01-10 03,0.01,0,,,0.01,0.04,0.36,
2023-01-10 04,0,0,,,0.01,0.04,0.35,
2023-01-10 05,0.02,0,,,0.01,0.04,0.36,
2023-01-10 06,0.45,0,,,0.01,0.08,0.8,
2023-01-10 07,0,0,,,0.01,0.08,0.77,
2023-01-10 08,0,0,,,0.01,0.07,0.73,
2023-01-10 09,0,0,,,0.01,0.07,0.7,
2023-01-10 10,0,0,,,0.01,0.07,0.67,Snow
2023-01-10 11,0,0,,,0,0.07,0.64,
2023-01-10 12,0,0,,,0,0.06,0.61,
2023-01-10 13,0,0,,,0,0.06,0.59,
2023-01-10 14,0,0,,,0,0.06,0.57,
2023-01-10 15,0,0,,,0,0.06,0.56,
2023-01-10 16,0,0,,,0,0.06,0.54,
2023-01-10 17,0,0,,,0,0.06,0.53,
2023-01-10 18,0,0,,,0,0.06,0.51,
2023-01-10 19,0.01,0,,,0,0.06,0.51,
2023-01-10 20,0.01,0,,,0,0.05,0.5,
2023-01-10 21,0,0,,,0,0.05,0.49,
2023-01-10 22,0,0,,,0,0.05,0.48,
2023-01-10 23,0,0,,,0,0.05,0.47,
2023-01-11 00,0,0,,,0,0.05,0.47,
2023-01-11 01,0,0,,,0,0.05,0.46,
2023-01-11 02,0,0,,,0,0.05,0.46,
2023-01-11 03,0,0,,,0,0.05,0.46,
2023-01-11 04,0,0,,,0,0.05,0.45,
2023-01-11 05,0,0,,,0,0.05,0.45,
2023-01-11 06,0,0,,,0,0.05,0.45,
2023-01-11 07,0,0,,,0,0.05,0.45,
2023-01-11 08,0,0,,,0,0.05,0.45,
2023-01-11 09,0,0,,,0,0.05,0.44,
2023-01-11 10,0,0,,,,0.05,0.44,No Precip
2023-01-11 11,0,0,,,,0.05,0.44,
2023-01-11 12,0,0,,,,0.05,0.43,
2023-01-11 13,0,0,,,,0.05,0.43,
2023-01-11 14,0,0,,,,0.05,0.43,
2023-01-11 15,0,0,,,,0.05,0.43,
2023-01-11 16,0,0,,,,0.05,0.42,
2023-01-11 17,0,0,,,,0.05,0.42,
2023-01-11 18,0,0,,,,0.05,0.42,
2023-01-11 19,0,0,,,,0.05,0.41,
2023-01-11 20,0,0,,,,0.05,0.4,
2023-01-11 21,0,0,,,,0.05,0.4,
2023-01-11 22,0,0,,,,0.05,0.39,
2023-01-11 23,0,0,,,,0.05,0.38,
2023-01-12 00,0,0,,,,0.04,0.37,
2023-01-12 01,0,0,,,,0.04,0.35,
2023-01-12 02,0,0,,,,0.04,0.34,
2023-01-12 03,0,0,,,,0.04,0.33,
2023-01-12 04,0,0,,,,0.04,0.31,
2023-01-12 05,0,0,,,,0.03,0.28,
2023-01-12 06,0,0,,,,0.03,0.26,
2023-01-12 07,0,0,,,,0.03,0.23,
2023-01-12 08,0,0,,,,0.03,0.21,
2023-01-12 09,0,0,,,,0.02,0.18,
2023-01-12 10,0,0,,,,0.02,0.15,
2023-01-12 11,0,0,,,,0.02,0.13,
2023-01-12 12,0,0,,,,0.01,0.11,
2023-01-12 13,0,0,,,0,0.01,0.08,
2023-01-12 14,0,0,,,0,0,0,
2023-01-12 15,0,0,,,0,0,0,
2023-01-12 16,0,0,,,0,0,0,
2023-01-12 17,0.02,0,,,0,0,0,
2023-01-12 18,0.05,0,,,0.02,0,0,
2023-01-12 19,0.1,0,,,1.09,0,0,
2023-01-12 20,0,0,,,1.08,0,0,
2023-01-12 21,0,0,,,0,0,0,
2023-01-12 22,0,0.01,,,0,0,0,
2023-01-12 23,0,0.01,,,0,0,0,
2023-01-13 00,0.01,0,,,0,0,0,
2023-01-13 01,0,0.61,,,0.02,0,0,
2023-01-13 02,0,1.09,,,1.09,0,0,
2023-01-13 03,0,1.81,,,1.09,0,0,
2023-01-13 04,0.07,2.33,,,1.09,0,0,
2023-01-13 05,0,1.4,,,1.09,0,0,
2023-01-13 06,0,1.35,,,1.09,0,0,
2023-01-13 07,0,0.91,,,1.09,0,0,
2023-01-13 08,0,0.71,,,1.09,0,0,
2023-01-13 09,0,0.31,,,1.09,0,0,
2023-01-13 10,0,0.16,,,1.09,0,0,
2023-01-13 11,0,0.18,,,1.09,0,0,
2023-01-13 12,0,1.01,,,1.09,0,0,Rain
2023-01-13 13,0,1.78,,,,0,0,
2023-01-13 14,0,0.68,,,,0,0,
2023-01-13 15,0.01,0.34,,,,0,0,
2023-01-13 16,1.01,0.44,,,,0.15,1.06,
2023-01-13 17,1.51,0,,,,0.3,2.57,
2023-01-13 18,1.42,0,,,,0.44,3.98,
2023-01-13 19,1.43,0,,,,0.58,5.39,
2023-01-13 20,0.38,0,,,,0.62,5.73,
2023-01-13 21,0.07,0,,,,0.62,5.75,
2023-01-13 22,0.09,0,,,,0.63,5.79,
2023-01-13 23,0.05,0,,,,0.64,5.8,
2023-01-14 00,0.08,0,,,,0.64,5.82,
2023-01-14 01,0.02,0,,,,0.64,5.79,
2023-01-14 02,0,0,,,,0.64,5.75,
2023-01-14 03,0,0,,,,0.64,5.71,
2023-01-14 04,0,0,,,,0.64,5.67,
2023-01-14 05,0,0,,,,0.64,5.63,
2023-01-14 06,0,0,,,,0.64,5.59,
2023-01-14 07,0,0,,,,0.64,5.55,
2023-01-14 08,0,0,,,,0.64,5.51,
2023-01-14 09,0,0,,,,0.64,5.48,
2023-01-14 10,0,0,,,,0.64,5.44,
2023-01-14 11,0,0,,,,0.64,5.41,
2023-01-14 12,0,0,,,,0.64,5.37,
2023-01-14 13,0,0,,,0.29,0.63,5.34,
2023-01-14 14,0,0,,,0.29,0.63,5.31,
2023-01-14 15,0,0,,,0.29,0.63,5.29,
2023-01-14 16,0,0,,,0.29,0.63,5.26,
2023-01-14 17,0,0,,,0.29,0.63,5.23,
2023-01-14 18,0,0,,,0.29,0.63,5.21,
2023-01-14 19,0,0,,,0.29,0.63,5.18,
2023-01-14 20,0,0,,,0.29,0.63,5.15,
2023-01-14 21,0,0,,,0.29,0.63,5.13,
2023-01-14 22,0,0,,,0.29,0.63,5.1,
2023-01-14 23,0,0,,,0.29,0.63,5.07,
2023-01-15 00,0,0,,,0.29,0.63,5.05,
2023-01-15 01,0,0,,,0.29,0.63,5.02,
2023-01-15 02,0,0,,,0.29,0.62,4.99,
2023-01-15 03,0,0,,,0.29,0.62,4.97,
2023-01-15 04,0,0,,,0.29,0.62,4.94,
2023-01-15 05,0,0,,,0.29,0.62,4.92,
2023-01-15 06,0,0,,,0.29,0.62,4.89,
2023-01-15 07,0,0,,,0.29,0.62,4.87,
2023-01-15 08,0,0,,,0.29,0.62,4.85,
2023-01-15 09,0,0,,,0.29,0.62,4.83,
2023-01-15 10,0,0,,,0.29,0.62,4.81,
2023-01-15 11,0,0,,,0.29,0.62,4.79,
2023-01-15 12,0,0,,,0.29,0.61,4.77,
2023-01-15 13,0,0,,,,0.61,4.74,
2023-01-15 14,0,0,,,,0.61,4.72,
2023-01-15 15,0,0,,,,0.61,4.71,
2023-01-15 16,0,0,,,0,0.61,4.69,
2023-01-15 17,0,0,,,0,0.61,4.67,
2023-01-15 18,0,0,,,0,0.61,4.65,
2023-01-15 19,0,0,,,0,0.61,4.62,
2023-01-15 20,0,0,,,0,0.6,4.6,
2023-01-15 21,0,0,,,0,0.6,4.58,
2023-01-15 22,0,0,,,0,0.6,4.56,
2023-01-15 23,0,0,,,0,0.6,4.54,
2023-01-16 00,0,0,,,0,0.6,4.52,
2023-01-16 01,0,0,,,0,0.6,4.51,
2023-01-16 02,0,0,,,0,0.6,4.49,
2023-01-16 03,0,0,,,0,0.6,4.48,
2023-01-16 04,0,0,,,0,0.6,4.46,
2023-01-16 05,0,0,,,0,0.6,4.45,
2023-01-16 06,0,0,,,0,0.6,4.44,
2023-01-16 07,0,0,,,0,0.6,4.43,
2023-01-16 08,0,0,,,0,0.6,4.41,
2023-01-16 09,0,0,,,0,0.59,4.4,
2023-01-16 10,0,0,,,0,0.59,4.39,
2023-01-16 11,0,0,,,0,0.59,4.37,
2023-01-16 12,0,0,,,0,0.59,4.36,
2023-01-16 13,0,0,,,0,0.59,4.35,
2023-01-16 14,0,0,,,0,0.59,4.34,
2023-01-16 15,0,0,,,0,0.59,4.33,No Precip
2023-01-16 16,0,0,,,0,0.59,4.31,
2023-01-16 17,0,0,,,0,0.59,4.3,
2023-01-16 18,0,0,,,0,0.59,4.29,
2023-01-16 19,0,0,,,0,0.59,4.28,
2023-01-16 20,0,0,,,0,0.59,4.27,
2023-01-16 21,0,0,,,0,0.59,4.26,
2023-01-16 22,0,0,,,0,0.59,4.24,
2023-01-16 23,0,0,,,0,0.59,4.23,
2023-01-17 00,0,0,,,0,0.58,4.21,
2023-01-17 01,0,0,,,0,0.58,4.2,
2023-01-17 02,0,0,,,0,0.58,4.18,
2023-01-17 03,0,0,,,0,0.58,4.17,
2023-01-17 04,0,0,,,0,0.58,4.16,
2023-01-17 05,0,0,,,0,0.58,4.15,
2023-01-17 06,0,0,,,0,0.58,4.13,
2023-01-17 07,0,0,,,0,0.58,4.12,
2023-01-17 08,0,0,,,0,0.58,4.1,
2023-01-17 09,0,0,,,0,0.58,4.09,
2023-01-17 10,0,0,,,,0.58,4.08,No Precip
2023-01-17 11,0,0,,,,0.58,4.07,
2023-01-17 12,0,0,,,,0.58,4.06,
2023-01-17 13,0,0,,,0,0.58,4.05,
2023-01-17 14,0,0,,,0,0.58,4.04,
2023-01-17 15,0,0,,,0,0.57,4.04,
2023-01-17 16,0,0,,,0,0.57,4.02,
2023-01-17 17,0,0,,,0,0.57,4.01,
2023-01-17 18,0,0,,,0,0.57,3.99,
2023-01-17 19,0,0,,,0,0.57,3.98,
2023-01-17 20,0,0,,,0,0.57,3.96,
2023-01-17 21,0,0,,,0,0.57,3.94,
2023-01-17 22,0,0,,,0,0.57,3.92,
2023-01-17 23,0,0,,,0,0.57,3.91,
2023-01-18 00,0,0,,,0,0.56,3.89,
2023-01-18 01,0,0,,,0,0.56,3.87,
2023-01-18 02,0,0,,,0,0.56,3.85,
2023-01-18 03,0,0,,,0,0.56,3.83,
2023-01-18 04,0,0,,,0,0.56,3.82,
2023-01-18 05,0,0,,,0,0.56,3.8,
2023-01-18 06,0,0,,,0,0.56,3.78,
2023-01-18 07,0.01,0.45,,,0,0.6,3.83,
2023-01-18 08,0,0,,,0,0.6,3.81,
2023-01-18 09,0,0,,,0,0.6,3.8,
2023-01-18 10,0,0,,,0,0.6,3.79,
2023-01-18 11,0,0.04,,,0,0.6,3.78,
2023-01-18 12,0,0,,,0,0.6,3.77,
2023-01-18 13,0,0,,,,0.6,3.76,No Precip
2023-01-18 14,0,0,,,,0.6,3.76,
2023-01-18 15,0,0,,,,0.6,3.75,
2023-01-18 16,0,0,,,,0.6,3.74,
2023-01-18 17,0.14,0,,,,0.61,3.88,
2023-01-18 18,0.64,0.15,,,,0.69,4.53,
2023-01-18 19,0.01,0,,,,0.69,4.53,
2023-01-18 20,0,0,,,,0.69,4.52,
2023-01-18 21,0,0,,,,0.69,4.51,
2023-01-18 22,0,0,,,,0.69,4.5,
2023-01-18 23,0,0,,,,0.69,4.48,
2023-01-19 00,0,0,,,,0.69,4.47,
2023-01-19 01,0,0,,,,0.69,4.45,
2023-01-19 02,0,0,,,,0.68,4.44,
2023-01-19 03,0,0,,,,0.68,4.42,
2023-01-19 04,0,0,,,,0.68,4.4,
2023-01-19 05,0,0,,,,0.68,4.38,
2023-01-19 06,0,0,,,,0.68,4.36,
2023-01-19 07,0,0,,,,0.68,4.35,
2023-01-19 08,0,0,,,,0.68,4.34,
2023-01-19 09,0,0,,,,0.67,4.33,
2023-01-19 10,0,0,,,,0.67,4.31,No Precip
2023-01-19 11,0,0,,,,0.67,4.3,
2023-01-19 12,0,0,,,,0.67,4.29,
2023-01-19 13,0,0,,,,0.67,4.28,
2023-01-19 14,0,0,,,,0.67,4.27,
2023-01-19 15,0,0,,,,0.67,4.26,
2023-01-19 16,0,0,,,,0.67,4.26,
2023-01-19 17,0,0,,,,0.67,4.24,
2023-01-19 18,0,0,,,,0.67,4.23,
2023-01-19 19,0,0,,,,0.67,4.22,
2023-01-19 20,0,0,,,,0.67,4.21,
2023-01-19 21,0,0,,,,0.66,4.19,
2023-01-19 22,0,0,,,,0.66,4.18,
2023-01-19 23,0,0,,,,0.66,4.16,
2023-01-20 00,0,0,,,,0.66,4.14,
2023-01-20 01,0,0,,,,0.66,4.13,
2023-01-20 02,0.66,0,,,,0.72,4.77,
2023-01-20 03,3.6,0,,,,1.08,8.37,
2023-01-20 04,0.9,0,,,,1.17,9.23,
2023-01-20 05,0.19,0,,,,1.19,9.37,
2023-01-20 06,0.12,0,,,,1.2,9.44,
2023-01-20 07,0.1,0,,,,1.21,9.49,
2023-01-20 08,0.01,0,,,,1.21,9.45,
2023-01-20 09,0.11,0,,,,1.22,9.51,
2023-01-20 10,0.24,0,,,,1.24,9.7,
2023-01-20 11,0.23,0,,,,1.26,9.88,
2023-01-20 12,0.37,0,,,,1.3,10.2,No Precip
2023-01-20 13,0.5,0,,,,1.35,10.64,
2023-01-20 14,0.21,0,,,,1.37,10.79,
2023-01-20 15,0.44,0,,,,1.41,11.17,
2023-01-20 16,0.1,0,,,,1.42,11.21,
2023-01-20 17,0,0,,,,1.42,11.15,
2023-01-20 18,0.11,0,,,,1.43,11.2,
2023-01-20 19,0.03,0,,,,1.43,11.16,
2023-01-20 20,0.12,0,,,,1.44,11.22,
2023-01-20 21,0.31,0,,,,1.47,11.48,
2023-01-20 22,0.29,0,,,,1.5,11.71,
2023-01-20 23,0.22,0,,,,1.52,11.87,
2023-01-21 00,0.03,0,,,,1.52,11.84,
2023-01-21 01,0.01,0,,,,1.52,11.78,
2023-01-21 02,0.12,0,,,,1.54,11.84,
2023-01-21 03,0.01,0,,,,1.54,11.8,
2023-01-21 04,0,0,,,,1.54,11.74,
2023-01-21 05,0,0,,,,1.54,11.68,
2023-01-21 06,0,0,,,,1.53,11.62,
2023-01-21 07,0,0,,,,1.53,11.57,
2023-01-21 08,0,0,,,,1.53,11.52,
2023-01-21 09,0,0,,,,1.53,11.47,
2023-01-21 10,0,0,,,,1.53,11.43,
2023-01-21 11,0,0,,,,1.53,11.39,
2023-01-21 12,0,0,,,,1.53,11.35,
2023-01-21 13,0,0,,,,1.53,11.31,
2023-01-21 14,0,0,,,,1.53,11.27,No Precip
2023-01-21 15,0,0,,,,1.53,11.23,
2023-01-21 16,0,0,,,,1.53,11.19,
2023-01-21 17,0,0,,,,1.53,11.16,
2023-01-21 18,0,0,,,,1.53,11.12,
2023-01-21 19,0,0,,,,1.53,11.08,
2023-01-21 20,0.01,0,,,,1.53,11.05,
2023-01-21 21,0.01,0,,,,1.53,11.02,
2023-01-21 22,0.01,0,,,,1.53,10.99,
2023-01-21 23,0,0,,,,1.53,10.95,
2023-01-22 00,0,0,,,,1.53,10.92,
2023-01-22 01,0,0,,,,1.53,10.88,
2023-01-22 02,0,0,,,,1.53,10.85,
2023-01-22 03,0,0,,,,1.53,10.81,
2023-01-22 04,0,0,,,,1.53,10.78,
2023-01-22 05,0,0,,,,1.53,10.75,
2023-01-22 06,0,0,,,,1.53,10.72,
2023-01-22 07,0,0,,,,1.52,10.69,
2023-01-22 08,0,0,,,,1.52,10.65,
2023-01-22 09,0,0,,,,1.52,10.62,
2023-01-22 10,0,0,,,,1.52,10.58,
2023-01-22 11,0,0,,,,1.52,10.55,
2023-01-22 12,0,0,,,,1.52,10.51,
2023-01-22 13,0,0,,,,1.52,10.48,
2023-01-22 14,0,0,,,,1.52,10.44,
2023-01-22 15,0,0,,,,1.52,10.4,
2023-01-22 16,0,0,,,,1.51,10.37,
2023-01-22 17,0,0,,,,1.51,10.33,
2023-01-22 18,0,0,,,,1.51,10.28,
2023-01-22 19,0,0,,,,1.51,10.24,
2023-01-22 20,0,0,,,,1.51,10.2,
2023-01-22 21,0,0,,,,1.5,10.16,
2023-01-22 22,0,0,,,,1.5,10.13,
2023-01-22 23,0,0,,,,1.5,10.09,
2023-01-23 00,0,0,,,,1.5,10.05,
2023-01-23 01,0.09,0,,,,1.51,10.11,
2023-01-23 02,0.55,0,,,,1.56,10.64,
2023-01-23 03,0.39,0,,,,1.6,11,
2023-01-23 04,0.11,0,,,,1.61,11.08,
2023-01-23 05,0,0,,,,1.61,11.04,
2023-01-23 06,0.03,0,,,,1.61,11.03,
2023-01-23 07,0.06,0,,,,1.62,11.06,
2023-01-23 08,0.13,0,,,,1.63,11.16,
2023-01-23 09,0.21,0,,,,1.65,11.34,
2023-01-23 10,0.11,0,,,,1.66,11.41,No Precip
2023-01-23 11,0.03,0,,,,1.66,11.41,
2023-01-23 12,0.04,0,,,,1.67,11.41,
2023-01-23 13,0,0,,,,1.67,11.38,
2023-01-23 14,0,0,,,,1.66,11.34,
2023-01-23 15,0,0,,,,1.66,11.3,
2023-01-23 16,0,0,,,,1.66,11.26,
2023-01-23 17,0,0,,,,1.66,11.22,
2023-01-23 18,0,0,,,,1.66,11.18,
2023-01-23 19,0,0,,,,1.66,11.14,
2023-01-23 20,0,0,,,,1.66,11.11,
2023-01-23 21,0,0,,,,1.66,11.07,
2023-01-23 22,0,0,,,,1.65,11.03,
2023-01-23 23,0,0,,,,1.65,10.99,
2023-01-24 00,0,0,,,,1.65,10.96,
2023-01-24 01,0,0,,,,1.65,10.92,
2023-01-24 02,0,0,,,,1.65,10.89,
2023-01-24 03,0,0,,,,1.65,10.85,
2023-01-24 04,0,0,,,,1.64,10.82,
2023-01-24 05,0,0,,,,1.64,10.79,
2023-01-24 06,0,0,,,,1.64,10.75,
2023-01-24 07,0,0,,,,1.64,10.72,
2023-01-24 08,0,0,,,,1.64,10.68,
2023-01-24 09,0,0,,,,1.63,10.64,
2023-01-24 10,0,0,,,,1.63,10.6,Snow
2023-01-24 11,0,0,,,,1.63,10.57,
2023-01-24 12,0,0,,,,1.63,10.53,
2023-01-24 13,0,0,,,,1.63,10.49,
2023-01-24 14,0.01,0,,,,1.62,10.45,
2023-01-24 15,0.03,0,,,,1.63,10.45,
2023-01-24 16,0.02,0,,,,1.62,10.43,
2023-01-24 17,0,0,,,,1.62,10.38,
2023-01-24 18,0,0,,,,1.62,10.34,
2023-01-24 19,0,0,,,,1.62,10.3,
2023-01-24 20,0,0,,,,1.61,10.26,
2023-01-24 21,0,0,,,,1.61,10.23,
2023-01-24 22,0,0,,,,1.61,10.19,
2023-01-24 23,0,0,,,,1.6,10.15,
2023-01-25 00,0,0,,,,1.6,10.11,
2023-01-25 01,0,0,,,,1.6,10.08,
2023-01-25 02,0,0,,,,1.6,10.05,
2023-01-25 03,0,0,,,,1.6,10.01,
2023-01-25 04,0,0,,,,1.59,9.96,
2023-01-25 05,0,0,,,,1.59,9.92,
2023-01-25 06,0,0,,,,1.59,9.89,
2023-01-25 07,0,0,,,,1.58,9.86,
2023-01-25 08,0,0,,,,1.58,9.84,
2023-01-25 09,0,0,,,,1.58,9.82,
2023-01-25 10,0,0,,,,1.58,9.8,No Precip
2023-01-25 11,0,0,,,,1.58,9.78,
2023-01-25 12,0,0,,,,1.58,9.77,
2023-01-25 13,0,0,,,,1.58,9.75,
2023-01-25 14,0,0,,,,1.58,9.74,
2023-01-25 15,0,0,,,,1.58,9.73,
2023-01-25 16,0,0,,,,1.58,9.71,
2023-01-25 17,0,0,,,,1.58,9.69,
2023-01-25 18,0,0,,,,1.58,9.68,
2023-01-25 19,0,0,,,,1.57,9.66,
2023-01-25 20,0,0,,,,1.57,9.64,
2023-01-25 21,0,0,,,,1.57,9.62,
2023-01-25 22,0.08,0,,,,1.58,9.68,
2023-01-25 23,0.16,0,,,,1.59,9.82,
2023-01-26 00,0.09,0,,,,1.6,9.89,
2023-01-26 01,0.88,0,,,,1.69,10.75,
2023-01-26 02,1.28,0,,,,1.82,12.01,
2023-01-26 03,0.62,0.21,,,,1.9,12.62,
2023-01-26 04,0.81,0,,,,1.98,13.39,
2023-01-26 05,1,0.17,,,,2.09,14.37,
2023-01-26 06,1.74,0.2,,,,2.29,16.09,
2023-01-26 07,0.91,0.16,,,,2.39,16.96,
2023-01-26 08,0.02,0,,,,2.39,16.91,
2023-01-26 09,0,0.01,,,,2.39,16.84,
2023-01-26 10,0,0,,,,2.39,16.76,No Precip
2023-01-26 11,0,0,,,,2.39,16.69,
2023-01-26 12,0,0.07,,,,2.4,16.63,
2023-01-26 13,0,0.15,,,,2.41,16.58,
2023-01-26 14,0.32,0,,,,2.45,16.85,
2023-01-26 15,0.24,0,,,,2.47,17.03,
2023-01-26 16,0.58,0,,,,2.53,17.55,
2023-01-26 17,0.53,0,,,,2.58,18.01,
2023-01-26 18,0.61,0,,,,2.64,18.55,
2023-01-26 19,0.16,0,,,,2.66,18.63,
2023-01-26 20,0.02,0,,,,2.66,18.57,
2023-01-26 21,0.04,0,,,,2.66,18.54,
2023-01-26 22,0.03,0,,,,2.66,18.49,
2023-01-26 23,0,0,,,,2.66,18.41,
2023-01-27 00,0,0,,,,2.66,18.33,
2023-01-27 01,0,0,,,,2.66,18.25,
2023-01-27 02,0,0,,,,2.66,18.17,
2023-01-27 03,0,0,,,,2.65,18.09,
2023-01-27 04,0,0,,,,2.65,18.01,
2023-01-27 05,0,0,,,,2.65,17.94,
2023-01-27 06,0,0,,,,2.65,17.86,
2023-01-27 07,0,0,,,,2.64,17.79,
2023-01-27 08,0,0,,,,2.64,17.72,
2023-01-27 09,0,0,,,,2.64,17.66,
2023-01-27 10,0,0,,,,2.64,17.6,
2023-01-27 11,0,0,,,,2.64,17.54,
2023-01-27 12,0,0,,,,2.64,17.48,No Precip
2023-01-27 13,0,0,,,,2.64,17.42,
2023-01-27 14,0,0,,,,2.63,17.37,
2023-01-27 15,0,0,,,,2.63,17.32,
2023-01-27 16,0,0,,,0,2.63,17.28,
2023-01-27 17,0,0,,,0,2.63,17.23,
2023-01-27 18,0,0,,,0,2.63,17.17,
2023-01-27 19,0,0,,,0,2.63,17.11,
2023-01-27 20,0,0,,,0,2.63,17.05,
2023-01-27 21,0,0,,,0,2.63,16.99,
2023-01-27 22,0,0,,,0,2.62,16.92,
2023-01-27 23,0,0,,,0,2.62,16.86,
2023-01-28 00,0,0,,,0,2.62,16.79,
2023-01-28 01,0,0,,,0,2.61,16.72,
2023-01-28 02,0,0,,,0,2.61,16.65,
2023-01-28 03,0,0,,,0,2.61,16.58,
2023-01-28 04,0,0,,,0,2.6,16.52,
2023-01-28 05,0,0,,,0,2.6,16.45,
2023-01-28 06,0,0,,,0,2.6,16.38,
2023-01-28 07,0,0,,,0,2.59,16.31,
2023-01-28 08,0,0,,,0,2.59,16.24,
2023-01-28 09,0,0,,,0,2.58,16.16,
2023-01-28 10,0,0,,,0,2.58,16.08,
2023-01-28 11,0,0,,,0,2.57,15.99,
2023-01-28 12,0.01,0,,,0,2.57,15.91,
2023-01-28 13,0,0,,,0,2.56,15.85,
2023-01-28 14,0.01,0,,,0,2.56,15.79,No Precip
2023-01-28 15,0.07,0,,,0,2.56,15.79,
2023-01-28 16,0,0,,,0,2.56,15.71,
2023-01-28 17,0.02,0,,,0,2.55,15.66,
2023-01-28 18,0,0,,,0,2.55,15.61,
2023-01-28 19,0,0,,,0,2.55,15.54,
2023-01-28 20,0,0,,,0,2.54,15.48,
2023-01-28 21,0,0,,,0,2.54,15.41,
2023-01-28 22,0,0,,,0,2.53,15.34,
2023-01-28 23,0,0,,,0,2.53,15.28,
2023-01-29 00,0,0,,,0,2.52,15.21,
2023-01-29 01,0,0,,,0,2.52,15.14,
2023-01-29 02,0,0,,,0,2.51,15.07,
2023-01-29 03,0,0,,,0,2.51,15.02,
2023-01-29 04,0,0,,,0,2.51,14.97,
2023-01-29 05,0,0,,,0,2.51,14.92,
2023-01-29 06,0,0,,,0,2.5,14.88,
2023-01-29 07,0,0,,,0,2.5,14.84,
2023-01-29 08,0,0,,,0.02,2.5,14.8,
2023-01-29 09,0,0,,,0,2.5,14.77,
2023-01-29 10,0,0,,,0,2.5,14.74,
2023-01-29 11,0,0,,,0,2.5,14.71,
2023-01-29 12,0,0,,,0,2.5,14.68,
2023-01-29 13,0,0,,,0,2.5,14.64,
